customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1175,Male,0,No,No,16,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.08,1809.28,No
C1176,Female,1,Yes,Yes,20,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.84,2036.8,No
C1177,Male,0,No,Yes,1,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,99.76,99.76,No
C1178,Female,0,No,No,60,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.04,4382.4,Yes
C1179,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),27.47,1016.39,No
C1180,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,94.07,4421.29,No
C1181,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.83,1261.01,No
C1182,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,27.33,1885.77,No
C1183,Female,0,Yes,No,10,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.02,440.2,Yes
C1184,Male,1,No,Yes,24,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,112.1,2690.4,No
C1185,Male,0,No,Yes,22,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,94.49,2078.78,No
C1186,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),25.82,1006.98,Yes
C1187,Male,1,Yes,Yes,37,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),111.73,4134.01,Yes
C1188,Male,1,Yes,No,56,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.9,5482.4,No
C1189,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,79.57,3182.8,No
C1190,Female,0,No,Yes,16,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,30.95,495.2,No
C1191,Female,0,Yes,No,40,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,2026.0,No
C1192,Female,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),48.67,3358.23,No
C1193,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,83.28,3414.48,No
C1194,Female,1,No,No,42,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),77.96,3274.32,No
C1195,Male,1,No,No,12,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),46.28,555.36,No
C1196,Male,0,No,No,0,No,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,49.73,0.0,Yes
C1197,Male,0,No,Yes,15,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.88,1063.2,No
C1198,Male,1,No,No,1,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),104.23,104.23,No
C1199,Female,1,No,No,32,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,30.87,987.84,Yes
C1200,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),92.03,5797.89,Yes
C1201,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,119.56,3825.92,Yes
C1202,Male,1,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,94.47,4345.62,No
C1203,Female,0,No,Yes,61,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,63.04,3845.44,Yes
C1204,Male,0,Yes,Yes,54,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,92.63,5002.02,No
C1205,Male,1,No,No,46,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),105.79,4866.34,No
C1206,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),96.39,5397.84,No
C1207,Female,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,19.3,386.0,No
C1208,Male,0,No,Yes,30,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),31.41,942.3,No
C1209,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,28.93,810.04,No
C1210,Male,0,No,Yes,57,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.25,1211.25,No
C1211,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),90.88,2635.52,No
C1212,Female,0,Yes,No,67,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),45.27,3033.09,No
C1213,Male,0,No,Yes,13,Yes,Yes,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.64,1191.32,No
C1214,Female,0,Yes,No,12,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,85.94,1031.28,No
C1215,Male,0,No,No,51,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,No,Electronic check,71.41,3641.91,No
C1216,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.09,1324.95,No
C1217,Male,0,No,No,48,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),49.14,2358.72,No
C1218,Male,0,No,No,22,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,20.77,456.94,No
C1219,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.82,0.0,Yes
C1220,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),49.48,1138.04,No
C1221,Male,1,Yes,Yes,33,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),27.68,913.44,No
C1222,Female,0,Yes,Yes,29,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,18.26,529.54,No
C1223,Male,0,Yes,No,66,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),80.37,5304.42,No
C1224,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),81.34,5043.08,No
C1225,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),119.48,6571.4,No
C1226,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.44,47.44,No
C1227,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),22.75,204.75,No
C1228,Female,0,No,Yes,31,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),97.5,3022.5,Yes
C1229,Male,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),49.07,2159.08,No
C1230,Male,0,Yes,Yes,48,Yes,No phone service,No,No,No internet service,No,No,No,No,One year,No,Mailed check,51.73,2483.04,No
C1231,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,110.59,2322.39,No
C1232,Male,0,No,No,7,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,76.69,536.83,Yes
C1233,Female,0,Yes,No,23,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.84,1353.32,No
C1234,Male,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,114.96,6552.72,No
C1235,Female,1,No,Yes,71,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),45.06,3199.26,No
C1236,Female,0,No,No,67,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),20.19,1352.73,Yes
C1237,Male,0,No,No,42,Yes,No,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,41.55,1745.1,No
C1238,Male,0,Yes,Yes,6,Yes,No,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,22.5,135.0,No
C1239,Female,0,Yes,No,69,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,59.59,4111.71,No
C1240,Male,0,No,Yes,11,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,102.77,1130.47,Yes
C1241,Female,1,No,Yes,19,Yes,No,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.47,2231.93,No
C1242,Male,1,No,No,70,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,89.43,6260.1,No
C1243,Female,0,No,No,36,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.46,4048.56,No
C1244,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,59.67,835.38,No
C1245,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,48.88,1759.68,No
C1246,Female,0,Yes,Yes,5,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),33.73,168.65,Yes
C1247,Male,0,Yes,No,22,Yes,No,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,69.09,1519.98,Yes
C1248,Female,0,No,Yes,68,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),51.35,3491.8,No
C1249,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,28.97,608.37,No
C1250,Male,0,No,No,64,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.06,7235.84,No
C1251,Male,0,No,Yes,39,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),30.62,1194.18,Yes
C1252,Male,1,Yes,Yes,47,No,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),93.45,4392.15,Yes
C1253,Male,0,No,No,50,No,No,No,No,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,24.94,1247.0,No
C1254,Female,0,Yes,No,39,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),71.77,2799.03,No
C1255,Male,0,Yes,No,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,86.83,173.66,No
C1256,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.92,2766.72,No
C1257,Male,0,No,No,34,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Electronic check,25.72,874.48,No
C1258,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),78.52,3690.44,No
C1259,Female,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.5,3100.5,No
C1260,Female,0,No,No,47,No,No,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),49.82,2341.54,No
C1261,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),56.37,1409.25,No
C1262,Male,0,Yes,No,60,No,No phone service,No,Yes,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),22.65,1359.0,No
C1263,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,48.17,770.72,No
C1264,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,108.03,5077.41,No
C1265,Female,0,No,No,41,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,35.47,1454.27,Yes
C1266,Male,1,Yes,No,36,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,65.74,2366.64,No
C1267,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,87.04,87.04,No
C1268,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),99.89,2796.92,Yes
C1269,Female,0,Yes,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,26.28,78.84,No
C1270,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),78.37,2821.32,Yes
C1271,Male,0,No,No,49,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),81.98,4017.02,Yes
C1272,Male,0,No,Yes,37,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),38.13,1410.81,Yes
C1273,Female,0,No,Yes,54,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.15,1142.1,No
C1274,Male,0,Yes,No,25,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,104.13,2603.25,No
C1275,Male,0,Yes,Yes,22,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.89,1383.58,No
C1276,Male,0,Yes,Yes,32,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),24.2,774.4,No
C1277,Female,1,No,No,16,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.96,1231.36,Yes
C1278,Male,1,Yes,Yes,57,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),56.45,3217.65,No
C1279,Male,0,Yes,No,58,Yes,No phone service,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),26.18,1518.44,No
C1280,Male,1,No,No,29,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,47.29,1371.41,No
C1281,Male,0,No,No,57,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,51.34,2926.38,No
C1282,Female,1,No,Yes,1,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.64,76.64,No
C1283,Male,1,Yes,No,11,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),59.14,650.54,No
C1284,Male,0,No,No,20,No,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,28.91,578.2,No
C1285,Female,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,82.8,2235.6,No
C1286,Male,1,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.34,1477.44,No
C1287,Female,1,No,No,36,Yes,No,No,No,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.74,2510.64,No
C1288,Female,1,No,No,57,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,24.46,1394.22,Yes
C1289,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,28.53,912.96,No
C1290,Female,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.35,3659.2,No
C1291,Male,1,Yes,Yes,4,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,37.32,149.28,No
C1292,Female,0,No,Yes,20,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,49.36,987.2,Yes
C1293,Male,0,Yes,Yes,58,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,88.13,5111.54,No
C1294,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.77,5728.66,Yes
C1295,Female,0,No,Yes,7,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,110.92,776.44,No
C1296,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),58.31,58.31,Yes
C1297,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,119.21,7033.39,No
C1298,Male,0,No,Yes,12,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),28.6,343.2,Yes
C1299,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.31,4194.71,No
C1300,Male,1,Yes,No,59,No,No phone service,No,No,No,No,Yes,No,Yes,One year,No,Electronic check,45.75,2699.25,Yes
C1301,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,113.58,6360.48,Yes
C1302,Male,0,No,No,39,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),106.66,4159.74,No
C1303,Female,0,Yes,Yes,27,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),95.75,2585.25,Yes
